Start time,End time,Transcript
298.100,300.300," actually I said great space earlier"
301.300,301.500," and"
303.000,304.200," it's sometimes it feels like that"
306.100,306.700," my new book"
307.300,309.100," called it original love"
310.200,311.200," sometimes it feels like that"
313.400,314.300," then calls it"
314.900,319.100," original face the face you've had since before your parents were born"
320.000,321.000," okay whatever"
321.700,322.900," and Buddhism"
323.900,326.200," Buddhism calls it original nature"
327.200,327.800," something"
328.500,330.900," that all things including us"
331.800,332.200," chair"
334.200,334.400," okay"
334.900,335.700," that'll that'll do"
336.500,337.900," but actually it doesn't have a name"
339.500,340.400," but it's present"
342.000,342.500," and and"
343.300,344.700," fortunately mercifully"
348.200,349.500," it's not that hard"
350.000,351.600," to get little glimpses of it"
352.400,353.600," and to sense it"
354.500,357.300," and to find the kind of peace that it can bring"
358.300,359.800," you know it's not that you have to do"
361.100,362.200," three decades"
362.800,363.800," in a monastery"
364.300,365.500," to start getting a hint of it"
365.900,366.500," not at all"
368.900,372.000," I know people who did three decades in a monastery has said"
372.500,373.300," I wish I hadn't"
373.600,374.300," I wish I just sort of"
375.200,377.500," had a little bit of guidance to just help me"
378.100,379.700," taste what I really wanted to find"
381.400,383.300," you know because it's it's always within us really"
384.500,387.200," anyway this I know I'm throwing out a lot of different things right now"
388.500,391.900," because actually we don't know what is going to open the door"
393.100,393.200," you know"
394.000,395.200," the little door in here"
396.400,397.500," just a little crack"
398.200,400.200," nothing it actually it doesn't even need to be a door"
401.000,401.900," just a crack"
403.100,404.100," of a kind of"
404.600,405.100," releasing"
409.900,410.700," so we're already"
411.600,414.600," you know we're basically becoming into stillness as well we're doing"
419.700,421.100," all the hustle and bustle"
422.200,423.300," and then we arrived"
424.500,424.600," here"
428.900,429.900," we can take a breath"
433.700,434.700," for so long"
435.000,435.800," you know we"
437.500,438.100," we haven't"
439.200,443.900," I said I suspect a lot of you are very serious practitioners so you have been doing this"
444.400,446.500," but some of us for so long we haven't really"
447.800,448.900," given ourselves a chance"
449.900,451.100," to draw breath"
455.000,456.400," and that's that's what we can do"
457.400,457.500," now"
461.700,463.500," so we're going to start with a little sit"
465.300,465.600," and"
467.300,468.700," let me just have a quick check"
473.200,474.800," has please raise a hand"
475.300,476.500," if you are"
477.700,480.100," if you have some kind of Regular meditation practice"
481.500,482.700," and just hold it there a sec"
483.400,487.100," okay so it's a Forrest to hand almost entirely but not quite okay"
487.800,487.900," fine"
488.500,488.900," if you've"
489.600,494.900," if you've meditated before but don't consider yourself like a regular meditative please raise your hand"
496.900,499.500," if I don't okay and is there anybody whose simply never done it before"
503.100,504.300," okay wow okay"
504.700,505.600," we're all adapt"
506.100,507.500," yeah great"
509.000,509.400," well"
510.300,513.800," I'd better just stop talking let's just let's just sit together"
514.900,516.300," hey I got Luca cover things"
518.000,518.700," can I have a cushion"
519.400,520.000," and number two"
520.500,521.900," what about are we good on"
522.600,523.800," AC temperature"
526.000,526.800," oh yeah we'd have a lot"
527.300,528.600," it's a little warm that's what I was thinking"
529.100,530.300," it's a little warm can we"
531.100,532.300," up the AC and"
533.800,534.700," another cushion"
536.500,537.600," maybe I can do it here"
546.900,547.100," yeah"
547.700,551.000," okay hey thanks a lot maybe look it's it's I think you can go up and"
551.900,552.300," see it's just"
552.800,555.500," you know why I mean the the fan power"
556.600,557.700," oh okay yeah"
558.600,559.200," you know what I mean"
560.000,560.200," yeah yeah"
560.800,563.300," yeah okay take this back okay thanks"
565.700,565.900," sorry"
567.400,569.100," look how demo are there cushions back there"
570.100,571.100," there's a stack of cushions"
579.200,579.400," yeah"
580.700,581.200," um"
581.700,584.400," so we got okay there's a few little ground ground"
585.800,586.900," encouragements"
587.500,588.100," that I want to give you"
592.400,596.200," if you're on a chair and you suddenly wish you were on a cushion"
597.400,597.900," on the floor"
599.000,599.900," cushions of"
600.700,601.900," back in that corner"
602.800,605.500," if you're on a cushion and you suddenly wish you on a chair"
606.000,607.000," there's a few spares"
608.100,612.000," and yeah I'm going any time like if it's mid"
612.500,613.300," meditation"
616.500,620.500," the the encouragement is like this if you are going to make any kind of move"
621.100,622.500," including getting up to going"
622.900,625.400," to go and get you know an alternate seating arrangement"
626.100,626.300," just"
627.100,628.100," before you move"
629.700,632.100," just be aware that you're about"
633.000,634.300," that you're about to move"
636.000,636.900," so then you can move"
637.900,639.200," what we call mindfully"
640.100,642.300," in awareness that you're moving"
644.300,646.200," and if you do that you won't disturb anyone"
647.100,648.300," that's the magic of mindfulness"
651.500,653.000," another ground rule is"
653.600,656.200," yeah I was going to avoid the word rule but okay ground encouragement"
656.800,657.200," is"
657.700,658.500," if you get"
659.400,659.900," tired"
661.200,662.900," if you start feeling some kind of"
663.900,665.300," ripple of fatigue"
665.900,669.300," or even a straight swell ocean swell of fatigue"
670.100,672.900," roles into your experience it's not at all uncommon"
673.900,674.200," because"
675.300,681.200," there's a there's an idea that we all walk around with some amount of a quote unquote sleep debt"
682.900,686.100," and when we when we when we start relaxing and being still"
687.200,689.600," and you know we're actually"
691.000,697.700," increasing the parasympathetic nervous system and we're dialling down the sympathetic nervous system basically we're"
698.400,699.400," getting into more of a"
700.900,705.100," equivalent equilibrated nervous system calm and nervous system"
705.800,707.700," and it's not at all uncommon to find"
709.800,710.600," wow there's"
711.300,713.400," this there's there's fatigue in the system"
714.600,718.800," you know there's the stress a daily life in the system and as that begins to settle"
719.700,721.900," or boy that's in fatigue in the system so"
722.600,724.600," what I think and I don't know"
724.900,727.400," I mean you might not feel very comfortable doing this but actually"
727.800,729.700," really the best thing is if you're getting that"
730.300,731.800," really the best thing is to lie down"
732.600,735.600," you know and now I know it's not magically comfortable here"
736.500,739.000," but it's it's I think it's okay I've I've done it on"
739.600,741.700," all kinds of circumstances in my life"
742.400,746.000," went travelling and I'm in a railway station I have a sit and sitting on my gosh"
747.000,750.500," just put this back in the old days put my backpack on the ground and just lie down"
751.100,752.900," and some some out of the way corner"
753.500,754.500," and it's go out for"
755.200,757.700," five minutes ten minutes 20 minutes you know whatever is needed"
758.700,760.500," but actually and you also might think"
761.400,763.500," when I'm here to engage in this"
764.600,767.200," in this process that Henry's leading US on"
767.600,768.500," I don't want to be sleeping"
769.200,771.200," but actually that may be the most"
771.800,772.800," helpful thing you can do"
773.600,774.900," and just sort of trust the"
775.900,777.900," you know the the snippets whatever little"
778.800,779.600," problems met"
780.700,784.100," come out of my mouth that would be helpful for you you'll get what you need you know"
784.600,787.500," and the most important thing is taking care of yourself"
789.200,790.700," I don't think I gotta go home and"
791.400,792.600," lie down on my couch and"
793.200,796.400," that's going to take me an hour to get there and you know none of that just"
797.200,798.600," go to the side of the room"
799.000,799.700," and lie down"
800.300,802.700," and maybe if you can get a cushion under your head that we're good"
804.600,805.700," well that's it for ground rules"
807.900,812.500," no I guess there's another we won't have a we won't have biological brakes midstream"
813.300,814.800," you know so just go out if you really need to"
815.900,818.300," because everybody know how to do that how to use the restrooms"
819.100,820.200," there's info on"
820.600,821.800," look there's info out there right"
841.000,841.800," could everybody hear that"
842.900,843.000," yeah"
843.900,844.900," 10004"
845.200,845.700," star"
846.900,847.200," okay"
847.600,848.300," get you back in"
855.900,856.000," okay"
856.600,857.200," okay so alright"
857.500,859.500," we're going to do let's get let's get comfortable"
860.000,861.600," for about a 20 minute sit"
862.400,863.300," and I'll be guiding it"
865.200,865.600,"as well"
869.000,869.700," as improving is"
870.300,872.000," coming the cooling is coming okay- great"
872.900,873.100," okay"
885.400,886.900," yeah you know just a little"
887.500,888.100," background"
888.700,889.000," to this"
891.200,893.300," as we're getting comfortable get yourself settled in"
893.800,895.500," and I'm just going to tell you a little story from"
896.400,897.400," the early Buddhist"
898.200,899.900," scriptures that there was a farmer"
900.700,902.300," who came to the Buddha"
903.600,906.500," and said I got all these problems you know my kids"
907.200,907.400," don't"
907.900,910.000," disobedient and rebellious the"
910.700,916.100," workers are doing what they're supposed to do then they're not plowing properly one of my oxen is lame"
916.900,919.300," and actually my wife's very unhappy with me"
919.800,924.100," and went on with this litany of problems and the Buddha interrupted him and said I know"
924.900,925.200," I know"
925.600,927.100," you've got 83 problems"
928.200,931.900," and the Farmer says what do you mean I got a everybody has 83 problems"
932.800,935.200," and if you solve one another one will pop up"
935.600,936.500," to take his place"
937.800,938.000," and"
938.700,942.500," and well and the pharmacist will can you help me with them he says no"
942.900,943.900," I can't help you with"
944.100,947.300," any of those 83 problems you're always have 83 problem"
948.700,950.600," and the promises but you're the Great Teacher"
951.400,952.200," surely you could help"
952.700,954.900," that I can't help with any of those problems"
955.500,956.600," but you also have"
957.100,958.900," an 84th problem"
959.800,960.700," and that one"
961.200,962.000," I can help you with"
963.000,965.500," so I can great well what is my 84th problem"
966.800,969.400," it's that you don't want to have any problems"
971.900,972.400," and that"
973.200,974.100," I can help you with"
976.000,980.400," now actually I love that story I feel a great mercy in it"
981.200,981.900," it because actually"
982.700,983.300," what if"
984.000,984.800," it's okay"
986.000,989.400," that my life is the imperfect incomplete"
990.200,990.800," UN"
991.100,992.100," slightly unfulfilled"
993.400,997.000," monster that it is you know or maybe I've got very serious problems"
998.000,998.800," in amongst the"
999.600,1001.200," along with lesser ones"
1002.000,1003.300," maybe one of my loved ones"
1004.600,1007.700," is having a basically interactively hard time"
1009.000,1011.100," untreated hard time it happens"
1012.800,1013.600," even that"
1014.300,1015.200," is it possible"
1015.700,1016.400," that somehow"
1016.900,1017.900," with all of our"
1018.600,1019.500," hardest stuff"
1021.000,1021.800," that there is"
1022.600,1023.300," a kind of"
1024.600,1025.200," release"
1026.300,1027.900," that we can still find"
1029.300,1029.900," you know a"
1032.300,1035.500," resolution of that 84th problem"
1037.300,1040.400," no no I don't want these big problems please"
1041.300,1042.000," take them away"
1043.600,1044.400," maybe that"
1044.800,1045.100," wish"
1046.000,1048.500," can be sort of a swayed and met"
1050.000,1050.900," that longing"
1051.400,1053.000," that somehow there be peace"
1053.900,1054.700," even in the midst"
1055.700,1056.500," even in the midst"
1057.700,1058.400," there can be peace"
1059.900,1061.400," so that's where we're"
1062.300,1063.500," that's where we're exploring"
1064.500,1065.400," that's our edge of"
1067.700,1068.100," Discovery"
1069.500,1070.300," okay I'm going to sit"
1071.300,1071.500," two"
1072.700,1073.000," so let's"
1074.800,1075.700," let's get comfortable"
1077.200,1078.500," rearrange anyway you like"
1079.000,1079.900," at any time"
1080.600,1084.000," and if you're going to rearrange just be noticed just noticed that"
1084.700,1087.500," you're you're about to do it so you know you're about to do it"
1091.700,1094.600," you can you can either close the eyes or lower"
1095.200,1095.900," lower the gaze"
1099.400,1099.400," yeah"
1100.200,1101.800," we don't need lights really yeah"
1103.400,1103.500," okay"
1107.000,1110.000," so that's spend just a moment being aware of the body"
1110.900,1111.500," feeling your"
1111.800,1112.200," your seat"
1114.400,1115.500," your seat beneath You"
1116.000,1116.300," that's"
1116.900,1117.000," that's"
1117.900,1119.900," the you're entrusting your weight"
1120.900,1121.200," too"
1127.500,1131.400," right off the bat there's a kind of choice point you can have your back"
1132.200,1133.400," being supported by"
1134.600,1138.100," the back of the chair that's great if that works for you just go that way"
1139.100,1142.100," and let your let your back release into"
1143.300,1144.200," the back of the chair"
1145.400,1145.900," and let"
1146.100,1151.700," let your your your back side your buttocks release into the seat"
1152.500,1153.500," supporting you"
1155.200,1156.500," imagine you're sitting in a"
1157.000,1157.900," great hand"
1158.800,1159.700," cupped hand"
1160.800,1162.300," and it's really supporting you"
1163.200,1164.900," if you're back is free"
1165.500,1166.200," not touching"
1167.800,1168.800," any support behind"
1169.600,1170.000," we want to"
1170.800,1172.700," we want to do our best to have it balanced"
1174.700,1175.600," so let the"
1177.700,1181.300," you know the there's usually some emphasis in the traditional"
1183.000,1185.100," approaches to posture that"
1185.600,1189.200," you have a little bit of lumbar arch in the lower spine"
1189.600,1192.400," that's if you're back is unsupported if it's free"
1194.000,1195.200," and sense your seat"
1196.500,1198.800," and sense the crown of your head floating"
1201.500,1202.800," floating above your seat"
1206.000,1207.800," just kind of be aware of the space"
1209.400,1209.700," between"
1211.900,1215.000," the the moolah bander the the route"
1215.800,1217.300," write down at the bottom of the spine"
1220.000,1221.500," where you're connecting with the seat"
1222.600,1223.900," and the crown of the head"
1227.500,1228.600," feel the"
1229.900,1233.400," space between those two points those two areas"
1236.900,1238.900," and again if you're back is free"
1239.400,1242.000," see if you can align the two so that you are really"
1243.300,1245.400," your head is floating easily"
1247.300,1248.200," above your seat"
1252.800,1257.200," and next step for us often is to relax the jaw"
1259.700,1260.700," we carry a lot of"
1264.200,1267.100," well of tension and of the day's momentum"
1268.100,1269.000," in the jaw"
1271.700,1273.800," so what's it like to let the jaw go"
1276.100,1277.500," let it actually sink"
1278.800,1280.700," and maybe slide forward"
1282.200,1283.000," it may only go"
1284.500,1285.900," you know a millimetre"
1288.700,1289.300," or two"
1292.100,1293.100," and that might be enough"
1297.000,1298.700," that you feel a little shift"
1302.400,1304.000,"something releasing"
1311.200,1312.600," you're soft"
1316.700,1318.900," and throat also"
1321.300,1321.700," soft"
1330.500,1331.300," again you might have"
1333.300,1334.100," eyes closed"
1334.600,1338.000," some of you might have eyes open with the gaze lowered"
1338.800,1340.200," both are equally fine"
1347.200,1349.600," so bringing some awareness to the eyes"
1353.300,1354.900," let them be resting"
1356.800,1357.900," in their sockets"
1362.200,1365.000," rather where they are eyelids are open or closed either way"
1367.100,1368.000," eyes resting"
1375.800,1376.900," if they're open"
1379.900,1381.300," you can be aware of"
1381.600,1383.100," whatever's appearing on the"
1383.700,1385.000," screen of sight"
1385.900,1387.500," colours patterns shapes"
1388.600,1389.500," light and dark"
1390.800,1391.600," just let it be"
1393.000,1394.100," a kind of screen"
1394.700,1395.900," that's that's appearing"
1396.900,1398.200," if your eyes are closed"
1399.400,1400.700," actually rather similar"
1401.900,1403.200," you can be aware of the"
1404.900,1405.800," grey scale"
1407.900,1408.500," patches"
1409.000,1410.200," that are lighter and darker"
1411.500,1412.200," maybe some"
1412.900,1414.100," hints of colour"
1418.400,1419.300," rest with"
1421.300,1421.800," seeing"
1425.300,1426.700," the screen of vision"
1440.300,1443.300," knowing that right now you don't have to do anything"
1456.100,1457.300," we're settling the body"
1461.000,1464.100," starting to begin to settle the mind"
1470.900,1472.100," very gently"
1473.500,1475.100," coming into our"
1476.100,1477.600," actual experience"
1479.000,1479.900," Here and Now"
1482.600,1484.400," very gently though no"
1486.400,1488.300," no forcing it it's like we're"
1490.300,1492.600," imagine a shy man being"
1493.500,1494.400," coaxed into"
1495.600,1497.500," a stable or into a Paddock"
1501.900,1503.600," that's very gently"
1505.100,1506.300," poking ourselves"
1510.500,1511.400," into the"
1513.000,1513.900," Here and Now"
1522.400,1524.100," seeing what we're seeing"
1529.100,1530.800," where their eyes are open or closed"
1548.500,1551.500," and now let's also bring in"
1553.600,1555.000," the soundscape"
1559.700,1561.000," starting to hear"
1566.000,1566.900," starting to listen"
1605.400,1607.600," again no need to force anything"
1609.200,1610.000," just let"
1610.900,1612.700," the Field of sound"
1614.000,1615.000," show itself"
1662.100,1662.700," hear"
1683.600,1685.800," can you let yourself be"
1686.800,1687.700," choir"
1698.900,1700.100," and you come back"
1701.800,1702.000," to"
1702.900,1703.600," hearing"
1744.600,1745.800," means now let's"
1746.700,1749.400," let's come into the body again feel your feet"
1749.900,1750.400," on the floor"
1753.600,1754.200," however there"
1755.200,1757.500," making contact with what's beneath them"
1762.100,1763.600," sense that contact"
1770.800,1772.200," sends your lower legs"
1775.100,1778.100," is there perhaps a light tingle or warm"
1780.300,1780.900," in them"
1783.800,1786.000," and maybe some contact as well"
1795.100,1797.000," since the upper legs"
1798.600,1799.200," knees and"
1800.700,1801.700," hamstrings and"
1802.700,1803.300," quads"
1808.800,1810.100," and into the seat"
1810.700,1811.100," again"
1825.400,1827.000," and sends the lower back"
1832.200,1832.800," whatever it's"
1833.800,1835.000," experiencing right now"
1840.300,1841.400," and the mid-back"
1848.900,1851.300," and the upper back and shoulder blades"
1857.000,1858.500," that the shoulders relaxed"
1867.500,1869.500," let the hands relax"
1873.300,1874.700," the hands be limp"
1881.600,1883.400," and let the arms also be"
1884.400,1884.900," Slack"
1910.900,1911.600," and letting"
1913.800,1915.300," that in their awareness now"
1916.600,1918.100," open up to the belly"
1920.600,1922.700," in the belly be warm and soft"
1930.700,1934.400," you might send some movement in the belly associated with"
1936.200,1937.900," becoming and going of breath"
1948.700,1954.600," and that's expand the awareness to include the diaphragm the mid- Drift"
1955.700,1957.600," the middle of the front of the torso"
1960.000,1962.300," adding that area also be warm"
1963.500,1964.100," and soft"
1980.600,1981.100," and"
1981.600,1983.700," moving up into the heart area"
1985.100,1986.000," the chest"
1992.300,1994.500," and there be a warm glow"
1996.100,1998.000," through the chest softening"
2021.000,2025.100," and now becoming aware of the back of the neck and the back of the head"
2030.900,2032.300," imagine that some"
2032.600,2034.700," gentle kind hand is"
2035.400,2037.600," gently lifting the back of your head"
2038.700,2040.500," drawing it slightly upward"
2042.200,2045.200," elongating the back of the neck just slightly"
2046.400,2048.600," it's a little bit like a puppy"
2049.700,2050.300," being lifted"
2051.400,2053.000," by it's by his mother"
2054.000,2055.100," at the back of the neck"
2056.500,2059.700," just something like that a little light lift"
2062.100,2064.600," the back of the head the back of the neck"
2071.300,2072.800," but actually may allow"
2075.400,2076.600," a great"
2079.800,2081.700," softness and slackness"
2083.000,2084.500," to spread right through the body"
2085.800,2088.400," just like that puppy how limp they go"
2090.300,2091.500," when they're lifted there"
2108.600,2110.900," it's the last few moments will rest"
2113.200,2114.200," that yourself rest"
2115.700,2116.600," in the quiet"
2258.100,2259.200,"just keep listening"
2331.500,2333.400,"hey thank you all very much"
2335.400,2338.300," for joining in that and being really nice and quiet and"
2340.300,2342.800," beginning our beginning our journey you know the"
2345.300,2350.500," the the the the the process I think of gatherings like this when we've got a few days"
2350.900,2353.400," is is there's a kind of whole arrival process"
2354.700,2356.300," takes a while actually to arrive"
2357.100,2359.300," we don't walk in the door and we've arrived actually"
2359.800,2360.800," we're still arriving"
2362.100,2365.600," there's a there's a there's an old story about a student or a"
2366.600,2368.600," potential student visiting a Zen master"
2370.400,2376.300," you know way back in 9th century China and and asking so what are you got what's what's this all about"
2377.100,2378.400," you know what are you learn in Zen"
2379.500,2381.100," and the master thinks for Roman says well"
2382.000,2383.400," when I sit I sit"
2384.300,2385.100," when I stand"
2385.800,2386.400," I stand"
2387.200,2388.000," when I walk"
2389.100,2389.700," I walk"
2390.500,2391.300," when I arrived"
2392.300,2392.900," I arrived"
2394.600,2395.100," that's then"
2396.200,2398.700," and the guy the guy says well that's not"
2399.400,2400.100," big deal I mean"
2400.700,2401.100," I do that"
2401.800,2404.300," you know what's the big deal all these years of training and that's why you got"
2405.100,2407.200," and the master said no you don't do that"
2408.300,2410.100," when you sit you're already standing"
2411.100,2412.900," when you stand you're already walking"
2413.800,2416.300," when you walk you're already arriving and when you're arrived"
2416.900,2417.600," you're already leaving"
2419.600,2420.200," so I actually"
2421.300,2421.900," it is something"
2422.900,2426.200," you know to all of us from the the whatever"
2427.700,2429.900," unless you just come fresh From a monastery"
2430.100,2430.300," you know"
2431.100,2433.300," probably you've got some momentum of life"
2434.300,2436.800," in you and it very least the journey"
2438.200,2439.600," are getting here this morning"
2440.400,2441.500," and what's this going to be"
2442.300,2444.500," what's this strange English guy going to do with us"
2444.900,2446.700," you know what am I letting myself in for"
2447.500,2448.900," you know is it a cult you know"
2452.200,2456.900," is it going to be deeply uncomfortable am I going to get physical discomfort and emotional discomfort"
2460.200,2461.700," so there's an arriving process"
2462.300,2464.800," there's also then kind of mixed in with that somewhere"
2465.400,2466.100," the settling"
2467.200,2468.600," starting to settle it's like a"
2469.600,2471.600," glass of muddy water"
2472.300,2472.500," you know"
2473.400,2474.700," it's this is an old Taoist"
2475.000,2475.400," saying you know"
2476.000,2478.400," if the water is Muddy don't keep stirring it"
2479.600,2480.100," could it"
2480.700,2481.300," on the shelf"
2482.600,2483.500," and leave it"
2484.200,2485.300," just let it sit there"
2486.100,2489.200," and gradually gradually the silt will settle"
2489.900,2491.200," and the water will become clearer"
2492.400,2494.200," so there's we're engaged in that"
2495.000,2495.800," sometimes I feel"
2496.600,2499.300," it's almost like I can actually sense"
2500.100,2501.000," the silt"
2501.500,2502.000," in me"
2503.000,2503.700," sifting down"
2505.400,2506.200," and settling"
2507.000,2508.100," and something gets"
2509.300,2509.500," clearer"
2511.300,2512.500," that's part of the process"
2514.000,2515.700," and to help us actually"
2517.200,2519.000," in the arriving and the settling"
2519.700,2520.600," Luke who's a"
2521.200,2521.700," qigong"
2522.200,2523.700," master yoga teacher"
2524.500,2525.100," breathwork"
2526.300,2526.800," teacher"
2528.500,2529.600," mindfulness coach"
2530.400,2531.700," he's going to just help us a little bit"
2532.500,2534.200," and looks also an assistant and"
2535.100,2538.000," we've been he's been a student Of My Life for some years"
2538.900,2539.100," and"
2540.300,2542.900," so Luke just a few minutes would you have"
2544.200,2545.700," movement whatever you think we need"
2550.000,2550.900," good morning everybody"
2552.600,2553.700," as Henry said I'm Luke"
2554.500,2555.800," I'm I grew up here in DC"
2557.100,2561.500," it's nice to be in my home town I've lived in San Diego North in encinitas"
2562.100,2564.400," for almost almost 25 years now"
2565.100,2567.600," um and it's um DC has changed"
2569.000,2570.300," my life easier than I remember"
2571.500,2576.400," it's a joy to be here with you all I just want to invite any of you that are interested in"
2577.300,2578.500," theoretically standing up"
2579.100,2580.400," can we do that I know it's tight"
2583.000,2588.800," as you stand maybe just glanced over your left and right take a look in the eyes of your neighbor and just give them a little acknowledgement"
2590.000,2590.400," hello"
2592.200,2597.500," and I see some of you have shoes off some of you if she's on them I'm going to take my shoes off I just that's my personal preference"
2598.200,2599.300," but you know by all means"
2600.400,2602.200," and anything that you do in your shoes or"
2603.500,2607.400," with your feet on the floor just take a look down at your feet for a moments have your feet about his white as your hips"
2608.100,2610.400," do a little spreading open of your toes"
2610.800,2614.900," and note if you did that that your hands might have done the same so you can allow for that right"
2615.300,2618.400," just kind of like pulse that a few times it's gonna limp spread open"
2619.200,2622.900," and then relax open and relaxed and this is really just about you enjoying this"
2623.600,2625.700," vehicle of this body a minute"
2626.100,2629.400," and just check on your breath and please put your arms down by your sides close your eyes"
2630.300,2631.700," as long as you're comfortable doing that and if"
2632.400,2633.900," you prefer keeping them open then"
2634.400,2635.600," enjoy the view that way"
2636.500,2637.800," I feel your feet in the ground"
2639.200,2643.200," and in feeling your feet in the ground from your naval down since gravity"
2644.500,2647.800," like your feet are spreading into the floor and just do a little bit of a"
2648.200,2650.500," right and left sway weight goes into the right foot"
2651.300,2652.900," together what goes in the Left Foot"
2653.600,2656.600," your hands can go into your hips if you feel like you need any sense of"
2657.000,2660.500," stabilizing and that just might feel good to just to kind of move this way"
2660.800,2662.500," like a cat needing a pillow"
2663.100,2663.600," gently"
2664.700,2665.400," back and forth"
2668.400,2668.700," all right"
2669.700,2671.600," and then just go ahead and reach your arms up unless"
2672.300,2674.000," you have any complexities with shoulders"
2674.700,2679.000," or next step right and let all of the bones of your fingers extend"
2679.600,2684.100," but from your fingers through your skeletal system that all of your muscles feel"
2684.500,2685.700," down into your feet"
2686.100,2689.200," and notice what's happening with your breath and if your breath is gotten tight"
2689.800,2692.000," or stuck just let it gently begin to move"
2693.200,2698.200," and when I want you to do is just allow the weight of your arms to very slowly"
2698.800,2702.600," descend downwards and anyway that you want just feel this gravity"
2703.700,2704.300," from space"
2707.200,2707.600," really good"
2709.800,2711.800,"cool and then just a couple times turn your thumbs out"
2712.600,2714.700," and almost like your pinkie is kind of inwards"
